district,n,mean_anomaly_score,median_anomaly_score,high_risk_or_worse,exclude_candidate,median_price_to_baseline,mean_unit_price
Değirmendere Merkez Mh.,27,3.4814814814814814,0.0,0,0,1.0169420527432609,30174.04074074074
Yüzbaşılar Mh.,39,3.2564102564102564,0.0,0,0,1.0112024051288844,25685.010769230772
Veliahmet Mah.,14,3.2142857142857144,0.0,0,0,0.9728012012121503,31820.374285714286
Çukurbağ Mh.,13,3.1538461538461537,0.0,0,0,0.9940107629667383,25844.376923076925
Bekirdere Mah.,10,3.1,0.0,0,0,0.7896570580624128,29411.434999999998
Körfez Mh.,46,3.0217391304347827,0.0,0,0,1.0106982465780088,29364.57152173913
Kullar Yakacık Mh.,21,3.0,0.0,0,0,1.0081716668695964,39788.62190476191
Piyalepaşa Mh.,36,2.9722222222222223,0.0,0,0,0.9882209781242509,29454.782499999998
Yeşilova Mh.,66,2.9545454545454546,0.0,0,0,0.9749556477465245,52054.823333333334
Havuzlubahçe Mh.,9,2.888888888888889,0.0,0,0,0.7646444412824145,31611.482222222217
Hacıhızır Mh.,15,2.8666666666666667,0.0,0,0,1.0001556160776273,36601.87533333334
Kadıköy Mh.,28,2.7857142857142856,0.0,0,0,1.0135443086974663,29274.585714285717
Kocatepe Mah.,20,2.75,0.0,0,0,0.9883904045425664,37441.631
Kuruçeşme Fatih Mh.,14,2.7142857142857144,2.5,0,0,1.0408735480589444,36315.25642857143
Yaylacık Mh.,32,2.65625,0.0,0,0,1.0136339290591858,42874.013125
Karşıyaka Mh.,7,2.5714285714285716,0.0,0,0,1.2704425079176822,59763.08
Yukarı Mh.,7,2.5714285714285716,0.0,0,0,1.3387724151059648,44661.22571428572
Alikahya Merkez Mah.,2,2.5,2.5,0,0,1.227939049172361,44613.634999999995
Döngel Mh.,35,2.4857142857142858,0.0,0,0,1.014550249762726,38945.29485714286
Şirinköy Mh.,26,2.423076923076923,0.0,0,0,0.9910386721797189,34826.35769230769
Serdar Mah.,65,2.4153846153846152,0.0,0,0,0.9862127787365788,37649.844461538465
Hisareyn Merkez Mah.,19,2.3684210526315788,0.0,0,0,1.0624266155248114,36804.17210526316
Alikahya Fatih Mah.,42,2.357142857142857,0.0,0,0,1.0255009613677721,48349.94
Yenişehir Mh.,46,2.282608695652174,0.0,0,0,1.0735524435763462,40070.717391304344
Kabaoğlu Mh.,24,2.25,0.0,0,0,0.9589786390531656,50907.47083333333
Akarca Mah.,8,2.25,0.0,0,0,1.0807236464838605,38908.823749999996
Dereköy Mh.,8,2.25,0.0,0,0,1.0548021190143917,30876.401250000003
Hatipköy Mh.,18,2.2222222222222223,0.0,0,0,0.9973211016717252,36488.002222222225
Gündoğdu Mh.,55,2.1454545454545455,0.0,0,0,1.034083188702736,46304.20436363637
Paşadağ Mh.,100,2.09,0.0,0,0,1.022703755258507,40556.4424
Dumlupınar Mh.,15,2.0,0.0,0,0,0.9934457875402922,23450.815333333332
Kullar Tepecik Mh.,10,2.0,0.0,0,0,1.0394733048116214,39008.367
Sahil Mah.,4,2.0,0.0,0,0,0.976019629643926,42057.255000000005
Karaköprü Mh.,23,1.9565217391304348,0.0,0,0,1.0078664770152863,41328.06304347826
Çayırköy Mh.,55,1.9454545454545455,0.0,0,0,1.0170055859083134,44936.481636363635
Düzağaç Mh.,13,1.9230769230769231,0.0,0,0,1.0035311946877568,32136.13
Fatih Mah.,195,1.917948717948718,0.0,0,0,1.0145331055681386,41211.45523076923
Topçular Mh.,75,1.9066666666666667,0.0,0,0,1.0156202466880797,47462.21173333333
Yahyakaptan Mah.,39,1.8717948717948718,0.0,0,0,1.023447312265562,59367.822564102564
Orhan Mah.,53,1.849056603773585,0.0,0,0,1.0206465495450132,48978.31867924528
28 Haziran Mah.,40,1.8,0.0,0,0,0.9799407466018588,39291.9075
Seymen Mah.,9,1.6666666666666667,0.0,0,0,1.0963784844463025,46479.49111111111
Tüysüzler Mh.,6,1.6666666666666667,0.0,0,0,0.9148902262608753,44414.15666666667
Atakent Mah.,3,1.6666666666666667,0.0,0,0,0.9610657395602037,47512.72333333333
Yeşilkent Mh.,3,1.6666666666666667,0.0,0,0,0.7792454129998575,29872.47333333333
Sekbanlı Mh.,16,1.5625,0.0,0,0,1.0031959932167136,36532.47375
Alikahya Cumhuriyet Mah.,28,1.4642857142857142,0.0,0,0,0.9932226901355818,48400.365
Doğan Mh.,7,1.4285714285714286,0.0,0,0,1.061923964001656,36728.47571428571
Akpınar Mh.,41,1.3902439024390243,0.0,0,0,1.037842963211281,37527.52048780488
Yeşilyurt Mh.,193,1.3730569948186528,0.0,0,0,1.0048607248205284,41401.13129533679
Aydınkent Mh.,19,1.3157894736842106,0.0,0,0,1.04042368032959,38468.48105263158
Tepeköy Mh.,14,1.2857142857142858,0.0,0,0,1.0018546554735477,38282.51857142857
Fevzi Çakmak Mh.,18,1.2777777777777777,0.0,0,0,1.0113839383402468,36565.94388888889
Erenler Mah.,39,1.2564102564102564,0.0,0,0,1.0139629967007897,32763.243846153848
Yazlık Yeni Mh.,15,1.2,0.0,0,0,1.012472763603229,37999.678
Barbaros Mah.,94,1.1808510638297873,0.0,0,0,1.0014809644417064,40902.6
Ömerağa Mh.,15,1.1333333333333333,0.0,0,0,1.0133491304578999,29268.638
Alikahya Atatürk Mh.,58,1.103448275862069,0.0,0,0,1.024995121150449,48113.136379310345
Sepetçi Mh.,15,1.0,0.0,0,0,0.99688803008014,40595.13666666667
Tepecik Mah.,9,0.8888888888888888,0.0,0,0,0.8389374831525741,29884.83222222222
Malta Mah.,26,0.8846153846153846,0.0,0,0,1.0039209583577156,36390.03923076923
Altınkent Mh.,23,0.8695652173913043,0.0,0,0,0.9838992293534599,35582.33391304348
Ayazma Mah.,16,0.8125,0.0,0,0,1.018811643810043,37840.84
Ereğli Mh.,20,0.8,0.0,0,0,1.0388809015559297,48524.06
Yeniköy Merkez Mh.,7,0.7142857142857143,0.0,0,0,0.9436389894206902,37675.14428571429
İpek Yolu Mh.,8,0.625,0.0,0,0,1.1975230813935993,37624.5825
Karadenizliler Mah.,12,0.4166666666666667,0.0,0,0,0.9921769337561882,39997.38166666667
Mahmutpaşa Mh.,26,0.38461538461538464,0.0,0,0,1.0262686234332015,43948.42115384615
Kemalpaşa Mh.,5,0.0,0.0,0,0,0.7437655799168077,29023.794
Yunus Emre Mah.,5,0.0,0.0,0,0,0.9958614323105265,32142.426
Damlar Mah.,4,0.0,0.0,0,0,0.9656907817608567,41994.6425
Bahçecik Şehitekrem Mh.,2,0.0,0.0,0,0,0.9986187306850279,37430.555
Durhasan Mh.,1,0.0,0.0,0,0,0.8353780957872307,31818.18
Vezirçiftliği Mh.,1,0.0,0.0,0,0,0.8629842285490519,35833.33
Yalakdere Mh.,1,0.0,0.0,0,0,1.4315951633088597,55909.09
